Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadChisel:8634, oredict.toolHeadChiselDamascusSteel.name
gregtech:gt.meta.toolHeadChisel:8635, oredict.toolHeadChiselTungstensteel.name
gregtech:gt.meta.toolHeadChisel:8636, oredict.toolHeadChiselStainlessSteel.name
gregtech:gt.meta.toolHeadChisel:8637, oredict.toolHeadChiselHSLASteel.name
gregtech:gt.meta.toolHeadChisel:8638, oredict.toolHeadChiselTungstenCarbide.name
gregtech:gt.meta.toolHeadChisel:8639, oredict.toolHeadChiselHSLASpringSteel.name
gregtech:gt.meta.toolHeadChisel:8640, oredict.toolHeadChiselAnnealedCopper.name
gregtech:gt.meta.toolHeadChisel:8641, oredict.toolHeadChiselDeepIron.name
gregtech:gt.meta.toolHeadChisel:8642, oredict.toolHeadChiselPigIron.name
gregtech:gt.meta.toolHeadChisel:8643, oredict.toolHeadChiselWroughtIron.name
gregtech:gt.meta.toolHeadChisel:8644, oredict.toolHeadChiselIronCompressed.name
gregtech:gt.meta.toolHeadChisel:8645, oredict.toolHeadChiselIronMagnetic.name
gregtech:gt.meta.toolHeadChisel:8646, oredict.toolHeadChiselSteelMagnetic.name
gregtech:gt.meta.toolHeadChisel:8647, oredict.toolHeadChiselNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadChisel:8648, oredict.toolHeadChiselDarkIron.name
gregtech:gt.meta.toolHeadChisel:8649, oredict.toolHeadChiselMeteoricIron.name
gregtech:gt.meta.toolHeadChisel:8650, oredict.toolHeadChiselMeteoricSteel.name
gregtech:gt.meta.toolHeadChisel:8651, oredict.toolHeadChiselSteelGalvanized.name
gregtech:gt.meta.toolHeadChisel:8652, oredict.toolHeadChiselTungstenSintered.name
gregtech:gt.meta.toolHeadChisel:8653, oredict.toolHeadChiselVanadiumSteel.name
gregtech:gt.meta.toolHeadChisel:8661, oredict.toolHeadChiselInvar.name
gregtech:gt.meta.toolHeadChisel:8662, oredict.toolHeadChiselConstantan.name
gregtech:gt.meta.toolHeadChisel:8663, oredict.toolHeadChiselNichrome.name
gregtech:gt.meta.toolHeadChisel:8664, oredict.toolHeadChiselKanthal.name
gregtech:gt.meta.toolHeadChisel:8665, oredict.toolHeadChiselMagnalium.name
gregtech:gt.meta.toolHeadChisel:8666, oredict.toolHeadChiselUltimet.name
gregtech:gt.meta.toolHeadChisel:8667, oredict.toolHeadChiselTinAlloy.name
gregtech:gt.meta.toolHeadChisel:8670, oredict.toolHeadChiselShadowIron.name
gregtech:gt.meta.toolHeadChisel:8671, oredict.toolHeadChiselShadowSteel.name
gregtech:gt.meta.toolHeadChisel:8674, oredict.toolHeadChiselKnightmetal.name
gregtech:gt.meta.toolHeadChisel:8675, oredict.toolHeadChiselFierySteel.name
gregtech:gt.meta.toolHeadChisel:8676, oredict.toolHeadChiselAstralSilver.name
gregtech:gt.meta.toolHeadChisel:8677, oredict.toolHeadChiselMidasium.name
gregtech:gt.meta.toolHeadChisel:8678, oredict.toolHeadChiselMithril.name
gregtech:gt.meta.toolHeadChisel:8679, oredict.toolHeadChiselThaumium.name
gregtech:gt.meta.toolHeadChisel:8680, oredict.toolHeadChiselDarkThaumium.name
gregtech:gt.meta.toolHeadChisel:8681, oredict.toolHeadChiselVoidMetal.name
gregtech:gt.meta.toolHeadChisel:8682, oredict.toolHeadChiselOsmiridium.name
gregtech:gt.meta.toolHeadChisel:8684, oredict.toolHeadChiselTrinaquadalloy.name
gregtech:gt.meta.toolHeadChisel:8685, oredict.toolHeadChiselChromiumDioxide.name
gregtech:gt.meta.toolHeadChisel:8700, oredict.toolHeadChiselAluminiumBrass.name
gregtech:gt.meta.toolHeadChisel:8701, oredict.toolHeadChiselAredrite.name
gregtech:gt.meta.toolHeadChisel:8702, oredict.toolHeadChiselAlumite.name
gregtech:gt.meta.toolHeadChisel:8703, oredict.toolHeadChiselManyullyn.name
gregtech:gt.meta.toolHeadChisel:8704, oredict.toolHeadChiselVibraniumSteel.name
gregtech:gt.meta.toolHeadChisel:8705, oredict.toolHeadChiselVibraniumSilver.name
gregtech:gt.meta.toolHeadChisel:8706, oredict.toolHeadChiselVibramantium.name
gregtech:gt.meta.toolHeadChisel:8707, oredict.toolHeadChiselArdite.name
gregtech:gt.meta.toolHeadChisel:8710, oredict.toolHeadChiselEnderium.name
gregtech:gt.meta.toolHeadChisel:8711, oredict.toolHeadChiselElectrumFlux.name
gregtech:gt.meta.toolHeadChisel:8718, oredict.toolHeadChiselBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadChisel:8719, oredict.toolHeadChiselOsmium.name
gregtech:gt.meta.toolHeadChisel:8725, oredict.toolHeadChiselPulsatingIron.name
gregtech:gt.meta.toolHeadChisel:8726, oredict.toolHeadChiselVibrantAlloy.name
gregtech:gt.meta.toolHeadChisel:8727, oredict.toolHeadChiselConductiveIron.name
gregtech:gt.meta.toolHeadChisel:8728, oredict.toolHeadChiselEnergeticAlloy.name
gregtech:gt.meta.toolHeadChisel:8730, oredict.toolHeadChiselElectricalSteel.name
gregtech:gt.meta.toolHeadChisel:8731, oredict.toolHeadChiselDarkSteel.name
gregtech:gt.meta.toolHeadChisel:8732, oredict.toolHeadChiselSoularium.name
gregtech:gt.meta.toolHeadChisel:8750, oredict.toolHeadChiselDesh.name
gregtech:gt.meta.toolHeadChisel:8751, oredict.toolHeadChiselDuranium.name
gregtech:gt.meta.toolHeadChisel:8752, oredict.toolHeadChiselTritanium.name
gregtech:gt.meta.toolHeadChisel:8765, oredict.toolHeadChiselCeruclase.name
gregtech:gt.meta.toolHeadChisel:8766, oredict.toolHeadChiselAtlarus.name
gregtech:gt.meta.toolHeadChisel:8767, oredict.toolHeadChiselOureclase.name
gregtech:gt.meta.toolHeadChisel:8768, oredict.toolHeadChiselKalendrite.name
gregtech:gt.meta.toolHeadChisel:8769, oredict.toolHeadChiselOrichalcum.name
gregtech:gt.meta.toolHeadChisel:8770, oredict.toolHeadChiselCarmot.name
gregtech:gt.meta.toolHeadChisel:8771, oredict.toolHeadChiselSanguinite.name
gregtech:gt.meta.toolHeadChisel:8772, oredict.toolHeadChiselVyroxeres.name
gregtech:gt.meta.toolHeadChisel:8773, oredict.toolHeadChiselEximite.name
gregtech:gt.meta.toolHeadChisel:8774, oredict.toolHeadChiselPrometheum.name
gregtech:gt.meta.toolHeadChisel:8775, oredict.toolHeadChiselIgnatius.name
gregtech:gt.meta.toolHeadChisel:8776, oredict.toolHeadChiselVulcanite.name
gregtech:gt.meta.toolHeadChisel:8777, oredict.toolHeadChiselInolashite.name
gregtech:gt.meta.toolHeadChisel:8778, oredict.toolHeadChiselHaderoth.name
gregtech:gt.meta.toolHeadChisel:8779, oredict.toolHeadChiselCelenegil.name
gregtech:gt.meta.toolHeadChisel:8781, oredict.toolHeadChiselDesichalkos.name
gregtech:gt.meta.toolHeadChisel:8782, oredict.toolHeadChiselTartarite.name
gregtech:gt.meta.toolHeadChisel:8783, oredict.toolHeadChiselAmordrine.name
gregtech:gt.meta.toolHeadChisel:8790, oredict.toolHeadChiselTrinitanium.name
gregtech:gt.meta.toolHeadChisel:9101, oredict.toolHeadChiselAlmandine.name
gregtech:gt.meta.toolHeadChisel:9102, oredict.toolHeadChiselAndradite.name
gregtech:gt.meta.toolHeadChisel:9119, oredict.toolHeadChiselGrossular.name
gregtech:gt.meta.toolHeadChisel:9127, oredict.toolHeadChiselPyrope.name
gregtech:gt.meta.toolHeadChisel:9129, oredict.toolHeadChiselSpessartine.name
gregtech:gt.meta.toolHeadChisel:9135, oredict.toolHeadChiselUvarovite.name
gregtech:gt.meta.toolHeadChisel:9170, oredict.toolHeadChiselGneiss.name
gregtech:gt.meta.toolHeadChisel:9171, oredict.toolHeadChiselGreenschist.name
gregtech:gt.meta.toolHeadChisel:9173, oredict.toolHeadChiselGreywacke.name
gregtech:gt.meta.toolHeadChisel:9177, oredict.toolHeadChiselKomatiite.name
gregtech:gt.meta.toolHeadChisel:9178, oredict.toolHeadChiselSiltstone.name
gregtech:gt.meta.toolHeadChisel:9179, oredict.toolHeadChiselRhyolite.name
gregtech:gt.meta.toolHeadChisel:9180, oredict.toolHeadChiselQuartzite.name
gregtech:gt.meta.toolHeadChisel:9181, oredict.toolHeadChiselMigmatite.name
gregtech:gt.meta.toolHeadChisel:9184, oredict.toolHeadChiselBlueschist.name
gregtech:gt.meta.toolHeadChisel:9186, oredict.toolHeadChiselChert.name
gregtech:gt.meta.toolHeadChisel:9187, oredict.toolHeadChiselDacite.name
gregtech:gt.meta.toolHeadChisel:9188, oredict.toolHeadChiselAndesite.name
gregtech:gt.meta.toolHeadChisel:9190, oredict.toolHeadChiselShale.name
gregtech:gt.meta.toolHeadChisel:9191, oredict.toolHeadChiselEclogite.name
gregtech:gt.meta.toolHeadRawSaw:40, oredict.toolHeadRawSawBeryllium.name
gregtech:gt.meta.toolHeadRawSaw:130, oredict.toolHeadRawSawAluminium.name
gregtech:gt.meta.toolHeadRawSaw:220, oredict.toolHeadRawSawTitanium.name
gregtech:gt.meta.toolHeadRawSaw:240, oredict.toolHeadRawSawChromium.name
gregtech:gt.meta.toolHeadRawSaw:250, oredict.toolHeadRawSawManganese.name
gregtech:gt.meta.toolHeadRawSaw:260, oredict.toolHeadRawSawIron.name
gregtech:gt.meta.toolHeadRawSaw:270, oredict.toolHeadRawSawCobalt.name
gregtech:gt.meta.toolHeadRawSaw:278, oredict.toolHeadRawSawCobalt60.name
gregtech:gt.meta.toolHeadRawSaw:280, oredict.toolHeadRawSawNickel.name
gregtech:gt.meta.toolHeadRawSaw:290, oredict.toolHeadRawSawCopper.name
gregtech:gt.meta.toolHeadRawSaw:400, oredict.toolHeadRawSawZirconium.name
gregtech:gt.meta.toolHeadRawSaw:420, oredict.toolHeadRawSawMolybdenum.name
gregtech:gt.meta.toolHeadRawSaw:460, oredict.toolHeadRawSawPalladium.name
gregtech:gt.meta.toolHeadRawSaw:470, oredict.toolHeadRawSawSilver.name
gregtech:gt.meta.toolHeadRawSaw:600, oredict.toolHeadRawSawNeodymium.name
gregtech:gt.meta.toolHeadRawSaw:740, oredict.toolHeadRawSawTungsten.name
gregtech:gt.meta.toolHeadRawSaw:760, oredict.toolHeadRawSawOsmiumElemental.name
gregtech:gt.meta.toolHeadRawSaw:770, oredict.toolHeadRawSawIridium.name
gregtech:gt.meta.toolHeadRawSaw:780, oredict.toolHeadRawSawPlatinum.name
gregtech:gt.meta.toolHeadRawSaw:790, oredict.toolHeadRawSawGold.name
gregtech:gt.meta.toolHeadRawSaw:820, oredict.toolHeadRawSawLead.name
gregtech:gt.meta.toolHeadRawSaw:830, oredict.toolHeadRawSawBismuth.name
gregtech:gt.meta.toolHeadRawSaw:900, oredict.toolHeadRawSawThorium.name
gregtech:gt.meta.toolHeadRawSaw:920, oredict.toolHeadRawSawUranium.name
gregtech:gt.meta.toolHeadRawSaw:921, oredict.toolHeadRawSawUranium235.name
gregtech:gt.meta.toolHeadRawSaw:940, oredict.toolHeadRawSawPlutonium.name
gregtech:gt.meta.toolHeadRawSaw:943, oredict.toolHeadRawSawPlutonium241.name
gregtech:gt.meta.toolHeadRawSaw:945, oredict.toolHeadRawSawPlutonium243.name
gregtech:gt.meta.toolHeadRawSaw:950, oredict.toolHeadRawSawAmericium.name
gregtech:gt.meta.toolHeadRawSaw:951, oredict.toolHeadRawSawAmericium241.name
gregtech:gt.meta.toolHeadRawSaw:1260, oredict.toolHeadRawSawTrinium.name
gregtech:gt.meta.toolHeadRawSaw:1520, oredict.toolHeadRawSawVibranium.name
gregtech:gt.meta.toolHeadRawSaw:1740, oredict.toolHeadRawSawNaquadah.name
gregtech:gt.meta.toolHeadRawSaw:1741, oredict.toolHeadRawSawNaquadahEnriched.name
gregtech:gt.meta.toolHeadRawSaw:1742, oredict.toolHeadRawSawNaquadria.name
gregtech:gt.meta.toolHeadRawSaw:2220, oredict.toolHeadRawSawAdamantium.name
gregtech:gt.meta.toolHeadRawSaw:8300, oredict.toolHeadRawSawDiamond.name
gregtech:gt.meta.toolHeadRawSaw:8301, oredict.toolHeadRawSawEmerald.name
gregtech:gt.meta.toolHeadRawSaw:8302, oredict.toolHeadRawSawRuby.name
gregtech:gt.meta.toolHeadRawSaw:8303, oredict.toolHeadRawSawBalasRuby.name
gregtech:gt.meta.toolHeadRawSaw:8304, oredict.toolHeadRawSawSapphire.name
gregtech:gt.meta.toolHeadRawSaw:8305, oredict.toolHeadRawSawGreenSapphire.name
gregtech:gt.meta.toolHeadRawSaw:8306, oredict.toolHeadRawSawTopaz.name
gregtech:gt.meta.toolHeadRawSaw:8307, oredict.toolHeadRawSawBlueTopaz.name
gregtech:gt.meta.toolHeadRawSaw:8308, oredict.toolHeadRawSawTanzanite.name
gregtech:gt.meta.toolHeadRawSaw:8309, oredict.toolHeadRawSawJasper.name
gregtech:gt.meta.toolHeadRawSaw:8310, oredict.toolHeadRawSawAmber.name
gregtech:gt.meta.toolHeadRawSaw:8311, oredict.toolHeadRawSawOlivine.name
gregtech:gt.meta.toolHeadRawSaw:8312, oredict.toolHeadRawSawOpal.name
gregtech:gt.meta.toolHeadRawSaw:8313, oredict.toolHeadRawSawAmethyst.name
gregtech:gt.meta.toolHeadRawSaw:8314, oredict.toolHeadRawSawOrangeSapphire.name
gregtech:gt.meta.toolHeadRawSaw:8315, oredict.toolHeadRawSawYellowSapphire.name
gregtech:gt.meta.toolHeadRawSaw:8316, oredict.toolHeadRawSawVinteum.name
gregtech:gt.meta.toolHeadRawSaw:8320, oredict.toolHeadRawSawNetherStar.name
gregtech:gt.meta.toolHeadRawSaw:8322, oredict.toolHeadRawSawCraponite.name
gregtech:gt.meta.toolHeadRawSaw:8323, oredict.toolHeadRawSawAquamarine.name
gregtech:gt.meta.toolHeadRawSaw:8324, oredict.toolHeadRawSawMorganite.name
gregtech:gt.meta.toolHeadRawSaw:8325, oredict.toolHeadRawSawDioptase.name
gregtech:gt.meta.toolHeadRawSaw:8326, oredict.toolHeadRawSawSpinel.name
gregtech:gt.meta.toolHeadRawSaw:8327, oredict.toolHeadRawSawVinteumPurified.name
gregtech:gt.meta.toolHeadRawSaw:8328, oredict.toolHeadRawSawBlueSapphire.name
gregtech:gt.meta.toolHeadRawSaw:8329, oredict.toolHeadRawSawAmethystEnder.name
gregtech:gt.meta.toolHeadRawSaw:8342, oredict.toolHeadRawSawFirestone.name
gregtech:gt.meta.toolHeadRawSaw:8343, oredict.toolHeadRawSawForce.name
gregtech:gt.meta.toolHeadRawSaw:8346, oredict.toolHeadRawSawNetherQuartz.name
gregtech:gt.meta.toolHeadRawSaw:8347, oredict.toolHeadRawSawCertusQuartz.name
gregtech:gt.meta.toolHeadRawSaw:8348, oredict.toolHeadRawSawChargedCertusQuartz.name
gregtech:gt.meta.toolHeadRawSaw:8352, oredict.toolHeadRawSawInfusedAir.name
gregtech:gt.meta.toolHeadRawSaw:8353, oredict.toolHeadRawSawInfusedFire.name
gregtech:gt.meta.toolHeadRawSaw:8354, oredict.toolHeadRawSawInfusedEarth.name
gregtech:gt.meta.toolHeadRawSaw:8355, oredict.toolHeadRawSawInfusedWater.name
gregtech:gt.meta.toolHeadRawSaw:8356, oredict.toolHeadRawSawInfusedEntropy.name
gregtech:gt.meta.toolHeadRawSaw:8357, oredict.toolHeadRawSawInfusedOrder.name
gregtech:gt.meta.toolHeadRawSaw:8600, oredict.toolHeadRawSawElectrum.name
gregtech:gt.meta.toolHeadRawSaw:8601, oredict.toolHeadRawSawSterlingSilver.name
gregtech:gt.meta.toolHeadRawSaw:8602, oredict.toolHeadRawSawRoseGold.name
gregtech:gt.meta.toolHeadRawSaw:8603, oredict.toolHeadRawSawAngmallen.name
gregtech:gt.meta.toolHeadRawSaw:8606, oredict.toolHeadRawSawGildedIron.name
gregtech:gt.meta.toolHeadRawSaw:8610, oredict.toolHeadRawSawBronze.name
gregtech:gt.meta.toolHeadRawSaw:8611, oredict.toolHeadRawSawBlackBronze.name
gregtech:gt.meta.toolHeadRawSaw:8612, oredict.toolHeadRawSawBismuthBronze.name
gregtech:gt.meta.toolHeadRawSaw:8613, oredict.toolHeadRawSawHepatizon.name
gregtech:gt.meta.toolHeadRawSaw:8620, oredict.toolHeadRawSawBrass.name
gregtech:gt.meta.toolHeadRawSaw:8621, oredict.toolHeadRawSawCobaltBrass.name
gregtech:gt.meta.toolHeadRawSaw:8622, oredict.toolHeadRawSawAluminiumAlloy.name
gregtech:gt.meta.toolHeadRawSaw:8630, oredict.toolHeadRawSawSteel.name
gregtech:gt.meta.toolHeadRawSaw:8631, oredict.toolHeadRawSawBlackSteel.name
gregtech:gt.meta.toolHeadRawSaw:8632, oredict.toolHeadRawSawRedSteel.name
gregtech:gt.meta.toolHeadRawSaw:8633, oredict.toolHeadRawSawBlueSteel.name
gregtech:gt.meta.toolHeadRawSaw:8634, oredict.toolHeadRawSawDamascusSteel.name
gregtech:gt.meta.toolHeadRawSaw:8635, oredict.toolHeadRawSawTungstensteel.name
gregtech:gt.meta.toolHeadRawSaw:8636, oredict.toolHeadRawSawStainlessSteel.name
gregtech:gt.meta.toolHeadRawSaw:8637, oredict.toolHeadRawSawHSLASteel.name
gregtech:gt.meta.toolHeadRawSaw:8638, oredict.toolHeadRawSawTungstenCarbide.name
gregtech:gt.meta.toolHeadRawSaw:8639, oredict.toolHeadRawSawHSLASpringSteel.name
gregtech:gt.meta.toolHeadRawSaw:8640, oredict.toolHeadRawSawAnnealedCopper.name
gregtech:gt.meta.toolHeadRawSaw:8641, oredict.toolHeadRawSawDeepIron.name
gregtech:gt.meta.toolHeadRawSaw:8642, oredict.toolHeadRawSawPigIron.name
gregtech:gt.meta.toolHeadRawSaw:8643, oredict.toolHeadRawSawWroughtIron.name
gregtech:gt.meta.toolHeadRawSaw:8644, oredict.toolHeadRawSawIronCompressed.name
gregtech:gt.meta.toolHeadRawSaw:8645, oredict.toolHeadRawSawIronMagnetic.name
gregtech:gt.meta.toolHeadRawSaw:8646, oredict.toolHeadRawSawSteelMagnetic.name
gregtech:gt.meta.toolHeadRawSaw:8647, oredict.toolHeadRawSawNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadRawSaw:8648, oredict.toolHeadRawSawDarkIron.name
gregtech:gt.meta.toolHeadRawSaw:8649, oredict.toolHeadRawSawMeteoricIron.name
gregtech:gt.meta.toolHeadRawSaw:8650, oredict.toolHeadRawSawMeteoricSteel.name
gregtech:gt.meta.toolHeadRawSaw:8651, oredict.toolHeadRawSawSteelGalvanized.name
gregtech:gt.meta.toolHeadRawSaw:8652, oredict.toolHeadRawSawTungstenSintered.name
gregtech:gt.meta.toolHeadRawSaw:8653, oredict.toolHeadRawSawVanadiumSteel.name
gregtech:gt.meta.toolHeadRawSaw:8661, oredict.toolHeadRawSawInvar.name
gregtech:gt.meta.toolHeadRawSaw:8662, oredict.toolHeadRawSawConstantan.name
gregtech:gt.meta.toolHeadRawSaw:8663, oredict.toolHeadRawSawNichrome.name
gregtech:gt.meta.toolHeadRawSaw:8664, oredict.toolHeadRawSawKanthal.name
gregtech:gt.meta.toolHeadRawSaw:8665, oredict.toolHeadRawSawMagnalium.name
gregtech:gt.meta.toolHeadRawSaw:8666, oredict.toolHeadRawSawUltimet.name
gregtech:gt.meta.toolHeadRawSaw:8667, oredict.toolHeadRawSawTinAlloy.name
gregtech:gt.meta.toolHeadRawSaw:8670, oredict.toolHeadRawSawShadowIron.name
gregtech:gt.meta.toolHeadRawSaw:8671, oredict.toolHeadRawSawShadowSteel.name
gregtech:gt.meta.toolHeadRawSaw:8674, oredict.toolHeadRawSawKnightmetal.name
gregtech:gt.meta.toolHeadRawSaw:8675, oredict.toolHeadRawSawFierySteel.name
gregtech:gt.meta.toolHeadRawSaw:8676, oredict.toolHeadRawSawAstralSilver.name
gregtech:gt.meta.toolHeadRawSaw:8677, oredict.toolHeadRawSawMidasium.name
gregtech:gt.meta.toolHeadRawSaw:8678, oredict.toolHeadRawSawMithril.name
gregtech:gt.meta.toolHeadRawSaw:8679, oredict.toolHeadRawSawThaumium.name
gregtech:gt.meta.toolHeadRawSaw:8680, oredict.toolHeadRawSawDarkThaumium.name
gregtech:gt.meta.toolHeadRawSaw:8681, oredict.toolHeadRawSawVoidMetal.name
gregtech:gt.meta.toolHeadRawSaw:8682, oredict.toolHeadRawSawOsmiridium.name
gregtech:gt.meta.toolHeadRawSaw:8684, oredict.toolHeadRawSawTrinaquadalloy.name
gregtech:gt.meta.toolHeadRawSaw:8685, oredict.toolHeadRawSawChromiumDioxide.name
gregtech:gt.meta.toolHeadRawSaw:8700, oredict.toolHeadRawSawAluminiumBrass.name
gregtech:gt.meta.toolHeadRawSaw:8701, oredict.toolHeadRawSawAredrite.name
gregtech:gt.meta.toolHeadRawSaw:8702, oredict.toolHeadRawSawAlumite.name
gregtech:gt.meta.toolHeadRawSaw:8703, oredict.toolHeadRawSawManyullyn.name
gregtech:gt.meta.toolHeadRawSaw:8704, oredict.toolHeadRawSawVibraniumSteel.name
gregtech:gt.meta.toolHeadRawSaw:8705, oredict.toolHeadRawSawVibraniumSilver.name
gregtech:gt.meta.toolHeadRawSaw:8706, oredict.toolHeadRawSawVibramantium.name
gregtech:gt.meta.toolHeadRawSaw:8707, oredict.toolHeadRawSawArdite.name
gregtech:gt.meta.toolHeadRawSaw:8710, oredict.toolHeadRawSawEnderium.name
gregtech:gt.meta.toolHeadRawSaw:8711, oredict.toolHeadRawSawElectrumFlux.name
gregtech:gt.meta.toolHeadRawSaw:8718, oredict.toolHeadRawSawBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadRawSaw:8719, oredict.toolHeadRawSawOsmium.name
gregtech:gt.meta.toolHeadRawSaw:8725, oredict.toolHeadRawSawPulsatingIron.name
gregtech:gt.meta.toolHeadRawSaw:8726, oredict.toolHeadRawSawVibrantAlloy.name
gregtech:gt.meta.toolHeadRawSaw:8727, oredict.toolHeadRawSawConductiveIron.name
gregtech:gt.meta.toolHeadRawSaw:8728, oredict.toolHeadRawSawEnergeticAlloy.name
gregtech:gt.meta.toolHeadRawSaw:8730, oredict.toolHeadRawSawElectricalSteel.name
gregtech:gt.meta.toolHeadRawSaw:8731, oredict.toolHeadRawSawDarkSteel.name
gregtech:gt.meta.toolHeadRawSaw:8732, oredict.toolHeadRawSawSoularium.name
gregtech:gt.meta.toolHeadRawSaw:8750, oredict.toolHeadRawSawDesh.name
gregtech:gt.meta.toolHeadRawSaw:8751, oredict.toolHeadRawSawDuranium.name
gregtech:gt.meta.toolHeadRawSaw:8752, oredict.toolHeadRawSawTritanium.name
gregtech:gt.meta.toolHeadRawSaw:8765, oredict.toolHeadRawSawCeruclase.name
gregtech:gt.meta.toolHeadRawSaw:8766, oredict.toolHeadRawSawAtlarus.name
gregtech:gt.meta.toolHeadRawSaw:8767, oredict.toolHeadRawSawOureclase.name
gregtech:gt.meta.toolHeadRawSaw:8768, oredict.toolHeadRawSawKalendrite.name
gregtech:gt.meta.toolHeadRawSaw:8769, oredict.toolHeadRawSawOrichalcum.name
gregtech:gt.meta.toolHeadRawSaw:8770, oredict.toolHeadRawSawCarmot.name
gregtech:gt.meta.toolHeadRawSaw:8771, oredict.toolHeadRawSawSanguinite.name
gregtech:gt.meta.toolHeadRawSaw:8772, oredict.toolHeadRawSawVyroxeres.name
gregtech:gt.meta.toolHeadRawSaw:8773, oredict.toolHeadRawSawEximite.name
gregtech:gt.meta.toolHeadRawSaw:8774, oredict.toolHeadRawSawPrometheum.name
gregtech:gt.meta.toolHeadRawSaw:8775, oredict.toolHeadRawSawIgnatius.name
gregtech:gt.meta.toolHeadRawSaw:8776, oredict.toolHeadRawSawVulcanite.name
gregtech:gt.meta.toolHeadRawSaw:8777, oredict.toolHeadRawSawInolashite.name
gregtech:gt.meta.toolHeadRawSaw:8778, oredict.toolHeadRawSawHaderoth.name
gregtech:gt.meta.toolHeadRawSaw:8779, oredict.toolHeadRawSawCelenegil.name
gregtech:gt.meta.toolHeadRawSaw:8781, oredict.toolHeadRawSawDesichalkos.name
gregtech:gt.meta.toolHeadRawSaw:8782, oredict.toolHeadRawSawTartarite.name
gregtech:gt.meta.toolHeadRawSaw:8783, oredict.toolHeadRawSawAmordrine.name
gregtech:gt.meta.toolHeadRawSaw:8790, oredict.toolHeadRawSawTrinitanium.name
gregtech:gt.meta.toolHeadRawSaw:9101, oredict.toolHeadRawSawAlmandine.name
gregtech:gt.meta.toolHeadRawSaw:9102, oredict.toolHeadRawSawAndradite.name
gregtech:gt.meta.toolHeadRawSaw:9119, oredict.toolHeadRawSawGrossular.name
gregtech:gt.meta.toolHeadRawSaw:9127, oredict.toolHeadRawSawPyrope.name
gregtech:gt.meta.toolHeadRawSaw:9129, oredict.toolHeadRawSawSpessartine.name
gregtech:gt.meta.toolHeadRawSaw:9135, oredict.toolHeadRawSawUvarovite.name
gregtech:gt.meta.toolHeadRawSaw:9170, oredict.toolHeadRawSawGneiss.name
gregtech:gt.meta.toolHeadRawSaw:9171, oredict.toolHeadRawSawGreenschist.name
gregtech:gt.meta.toolHeadRawSaw:9173, oredict.toolHeadRawSawGreywacke.name
gregtech:gt.meta.toolHeadRawSaw:9177, oredict.toolHeadRawSawKomatiite.name
gregtech:gt.meta.toolHeadRawSaw:9178, oredict.toolHeadRawSawSiltstone.name
gregtech:gt.meta.toolHeadRawSaw:9179, oredict.toolHeadRawSawRhyolite.name
gregtech:gt.meta.toolHeadRawSaw:9180, oredict.toolHeadRawSawQuartzite.name
gregtech:gt.meta.toolHeadRawSaw:9181, oredict.toolHeadRawSawMigmatite.name
gregtech:gt.meta.toolHeadRawSaw:9184, oredict.toolHeadRawSawBlueschist.name
gregtech:gt.meta.toolHeadRawSaw:9186, oredict.toolHeadRawSawChert.name
gregtech:gt.meta.toolHeadRawSaw:9187, oredict.toolHeadRawSawDacite.name
gregtech:gt.meta.toolHeadRawSaw:9188, oredict.toolHeadRawSawAndesite.name
gregtech:gt.meta.toolHeadRawSaw:9190, oredict.toolHeadRawSawShale.name
gregtech:gt.meta.toolHeadRawSaw:9191, oredict.toolHeadRawSawEclogite.name
gregtech:gt.meta.toolHeadSaw:40, oredict.toolHeadSawBeryllium.name
gregtech:gt.meta.toolHeadSaw:130, oredict.toolHeadSawAluminium.name
gregtech:gt.meta.toolHeadSaw:220, oredict.toolHeadSawTitanium.name
gregtech:gt.meta.toolHeadSaw:240, oredict.toolHeadSawChromium.name
gregtech:gt.meta.toolHeadSaw:250, oredict.toolHeadSawManganese.name
gregtech:gt.meta.toolHeadSaw:260, oredict.toolHeadSawIron.name
gregtech:gt.meta.toolHeadSaw:270, oredict.toolHeadSawCobalt.name
gregtech:gt.meta.toolHeadSaw:278, oredict.toolHeadSawCobalt60.name
gregtech:gt.meta.toolHeadSaw:280, oredict.toolHeadSawNickel.name
gregtech:gt.meta.toolHeadSaw:290, oredict.toolHeadSawCopper.name
gregtech:gt.meta.toolHeadSaw:400, oredict.toolHeadSawZirconium.name
gregtech:gt.meta.toolHeadSaw:420, oredict.toolHeadSawMolybdenum.name
gregtech:gt.meta.toolHeadSaw:460, oredict.toolHeadSawPalladium.name
gregtech:gt.meta.toolHeadSaw:470, oredict.toolHeadSawSilver.name
gregtech:gt.meta.toolHeadSaw:600, oredict.toolHeadSawNeodymium.name
gregtech:gt.meta.toolHeadSaw:740, oredict.toolHeadSawTungsten.name
gregtech:gt.meta.toolHeadSaw:760, oredict.toolHeadSawOsmiumElemental.name
gregtech:gt.meta.toolHeadSaw:770, oredict.toolHeadSawIridium.name
gregtech:gt.meta.toolHeadSaw:780, oredict.toolHeadSawPlatinum.name
gregtech:gt.meta.toolHeadSaw:790, oredict.toolHeadSawGold.name
